barcode,ENSG00000270195.1,SLBP
TCGA-86-8674-01,19666.9210255,1276.0
TCGA-67-3771-01,15426.1911557,834.528
TCGA-44-8117-01,13230.5004933,932.794000000001
TCGA-86-7955-01,17319.215085099993,2001.96
TCGA-55-8619-01,26296.2979195,682.004
TCGA-44-7667-01,5473.28523684,1928.04
TCGA-91-6835-01,14749.2960048,999.097
TCGA-97-8171-01,30950.660731299995,1041.43
TCGA-55-6978-01,12653.1715502,1551.62
TCGA-55-8510-01,14554.3069067,670.747
TCGA-44-2662-01,13039.2971819,1824.94
TCGA-50-8459-01,25052.1801123,770.429
TCGA-55-7281-01,4352.1214416,965.811999999999
TCGA-97-8172-01,37645.3259848,843.874
